run_date,ticker,sector,score,entry_price,stop_price,atr,exit_price,exit_day,exit_reason,trigger_close,trigger_day,return_pct,prob,allocation_pct
2025-11-10 22:56,RR,Industrials,90,1161.0,1132.0,29.0039,1094.0,4,stop_next_open,1120.5,3,-5.77,63.8,21.0
2025-11-10 22:56,EDV,Mining,85,3142.0,3011.85,130.1515,3186.0,5,friday_close,,,1.4,62.8,19.4
2025-11-10 22:56,LRE,Insurance,85,675.41,658.37,17.0418,597.0,3,stop_next_open,653.43,2,-11.61,62.8,19.4
2025-11-10 22:56,FGP,Leisure,80,207.77,200.82,6.9539,190.88,6,stop_next_open,200.38,5,-8.13,61.7,17.8
2025-11-17 22:56,BT-A,Telecoms,90,178.68,174.53,4.1493,175.13,5,friday_close,,,-1.99,63.8,23.1
2025-11-17 22:56,IPF,FinServices,85,208.0,203.09,4.9107,202.5,6,stop_next_open,202.5,5,-2.64,62.8,21.4
2025-11-17 22:56,MAB,Leisure,80,242.0,234.59,7.4115,243.5,5,friday_close,,,0.62,61.7,19.6
2025-11-17 22:56,COA,ConsStaples,75,80.6,78.61,1.9886,79.6,5,friday_close,,,-1.24,60.7,17.9
2025-11-17 22:56,HTG,Energy,75,368.5,354.52,13.9845,358.0,5,friday_close,,,-2.85,60.7,17.9
2025-11-24 22:56,CCL,Leisure,90,1843.91,1782.36,61.5587,1804.92,5,friday_close,,,-2.11,63.8,21.3
2025-11-24 22:56,MGNS,Materials,90,4490.0,4369.83,120.1665,4705.0,5,friday_close,,,4.79,63.8,21.3
2025-11-24 22:56,EDV,Mining,85,3294.0,3137.19,156.8121,3612.0,5,friday_close,,,9.65,62.8,19.7
2025-11-24 22:56,RTO,Industrials,85,405.5,397.55,7.9536,422.5,5,friday_close,,,4.19,62.8,19.7
2025-11-24 22:56,PHNX,Insurance,80,664.0,651.76,12.2413,694.0,5,friday_close,,,4.52,61.7,18.0
2025-12-01 22:56,CCEP,ConsStaples,95,6970.0,6833.75,136.246,6800.0,4,stop_next_open,6830.0,3,-2.44,64.9,22.2
2025-12-01 22:56,SDR,FinServices,90,386.0,378.4,7.6038,390.2,5,friday_close,,,1.09,63.8,20.6
2025-12-01 22:56,DCC,Industrials,85,5025.0,4930.38,94.6153,5000.0,5,friday_close,,,-0.5,62.8,19.1
2025-12-01 22:56,INF,Media,85,946.2,927.95,18.2503,941.4,5,friday_close,,,-0.51,62.8,19.1
2025-12-01 22:56,NXT,Retail,85,14095.51,13847.08,248.4307,13931.41,5,friday_close,,,-1.16,62.8,19.1
2025-12-08 22:56,AAS,FinServices,90,361.99,355.24,6.7417,369.99,5,friday_close,,,2.21,63.8,21.6
2025-12-08 22:56,JMAT,Chemicals,90,2004.0,1953.76,50.2412,2050.0,5,friday_close,,,2.3,63.8,21.6
2025-12-08 22:56,PRU,Insurance,85,1097.5,1075.58,21.9169,1106.5,5,friday_close,,,0.82,62.8,20.1
2025-12-08 22:56,NG,Utilities,80,1135.5,1120.21,15.2852,1109.5,3,stop_next_open,1117.0,2,-2.29,61.7,18.3
2025-12-08 22:56,QQ,Industrials,80,421.37,409.38,11.9933,435.77,5,friday_close,,,3.42,61.7,18.3
2025-12-15 22:56,FEV,FinServices,95,421.5,416.52,4.9773,416.0,5,friday_close,,,-1.3,64.9,21.9
2025-12-15 22:56,BAG,ConsStaples,90,634.0,619.21,14.7902,635.0,5,friday_close,,,0.16,63.8,20.3
2025-12-15 22:56,GAMA,Telecoms,90,922.0,899.9,22.0969,908.0,5,friday_close,,,-1.52,63.8,20.3
2025-12-15 22:56,CSN,Insurance,85,284.5,278.38,6.12,298.0,5,friday_close,,,4.75,62.8,18.8
2025-12-15 22:56,KIE,Materials,85,221.5,214.07,7.4256,224.5,5,friday_close,,,1.35,62.8,18.8
2025-12-22 22:56,RICA,FinServices,90,294.0,289.51,4.4941,294.0,5,friday_close,,,0.0,63.8,21.2
2025-12-22 22:56,BLND,RealEstate,85,390.8,381.59,9.2095,403.8,5,friday_close,,,3.33,62.8,19.7
2025-12-22 22:56,BWY,Materials,85,2662.0,2593.38,68.6209,2744.0,5,friday_close,,,3.08,62.8,19.7
2025-12-22 22:56,COA,ConsStaples,85,81.6,79.54,2.0578,84.5,5,friday_close,,,3.55,62.8,19.7
2025-12-22 22:56,PNN,Energy,85,521.91,509.89,12.0232,527.41,5,friday_close,,,1.05,62.8,19.7
