run_date,ticker,sector,score,entry_price,target_price,stop_price,limit_price,exit_price,exit_day,exit_reason,return_pct,prob,allocation_pct
2025-12-22 20:11,BWY,Materials,85,2662.0,2730.62,2593.38,2716.97,2700.0,3,friday_close,1.43,62.8,19.7
2025-12-22 20:11,COA,ConsStaples,85,81.6,83.66,79.54,83.24,82.9,3,friday_close,1.59,62.8,19.7
2025-12-22 20:11,PNN,Energy,85,521.91,533.94,509.89,531.27,528.41,3,friday_close,1.25,62.8,19.7
2025-12-29 20:11,ATR,FinServices,95,560.0,570.63,549.37,567.78,576.0,4,friday_close,2.86,64.9,22.9
2025-12-29 20:11,BLND,RealEstate,85,398.8,407.38,390.22,405.34,405.0,4,friday_close,1.55,62.8,19.7
2025-12-29 20:11,PNN,Energy,85,528.41,540.0,516.83,537.3,531.41,4,friday_close,0.57,62.8,19.7
2025-12-29 20:11,PPH,Leisure,85,1770.0,1815.18,1724.82,1806.1,1750.0,4,friday_close,-1.13,62.8,19.7
2025-12-29 20:11,HIK,Pharma,80,1536.0,1563.6,1508.4,1555.78,1527.0,4,friday_close,-0.59,61.7,18.0
2026-01-05 20:11,ELM,Chemicals,95,169.0,173.41,164.59,172.54,170.6,5,friday_close,0.95,64.9,22.6
2026-01-05 20:11,DGE,ConsStaples,90,1634.0,1675.21,1592.79,1666.83,1674.5,5,friday_close,2.48,63.8,20.9
2026-01-05 20:11,WEIR,Industrials,85,2922.0,2968.8,2875.2,2953.96,3030.0,5,friday_close,3.7,62.8,19.4
2026-01-05 20:11,N91,FinServices,85,220.6,228.72,212.48,227.58,224.0,5,friday_close,1.54,62.8,19.4
2026-01-05 20:11,BP,Energy,80,435.17,443.44,426.9,441.22,426.52,5,friday_close,-1.99,61.7,17.7
2026-01-12 20:11,3IN,FinServices,85,379.5,384.85,374.15,382.93,378.5,5,friday_close,-0.26,62.8,20.3
2026-01-12 20:11,BOWL,Leisure,85,279.91,289.14,270.67,287.69,277.91,5,friday_close,-0.71,62.8,20.3
2026-01-12 20:11,ITV,Media,85,81.3,83.08,79.52,82.66,79.4,5,friday_close,-2.34,62.8,20.3
2026-01-12 20:11,OXIG,Industrials,85,2150.0,2220.09,2079.91,2208.99,2340.0,5,friday_close,8.84,62.8,20.3
2026-01-12 20:11,HSX,Insurance,80,1399.0,1422.39,1375.61,1415.28,1516.0,5,friday_close,8.36,61.7,18.6
2026-01-19 20:11,SVT,Utilities,95,2874.0,2927.19,2820.81,2912.55,2855.0,5,friday_close,-0.66,64.9,23.7
2026-01-19 20:11,COST,Materials,95,164.0,168.36,159.64,167.52,173.4,5,friday_close,5.73,64.9,23.7
2026-01-19 20:11,BLND,RealEstate,85,412.4,421.86,402.94,419.75,411.6,5,friday_close,-0.19,62.8,20.3
2026-01-19 20:11,PRU,Insurance,75,1195.0,1217.11,1172.89,1211.02,1166.0,5,friday_close,-2.43,60.7,17.0
2026-01-19 20:11,IAG,Leisure,70,410.5,420.64,400.36,418.54,414.2,5,friday_close,0.9,59.6,15.3
2026-01-26 20:11,ITV,Media,85,81.95,83.65,80.25,83.23,83.5,5,friday_close,1.89,62.8,21.1
2026-01-26 20:11,ZIG,Industrials,85,376.0,387.88,364.12,385.94,385.0,5,friday_close,2.39,62.8,21.1
2026-01-26 20:11,ABF,ConsStaples,80,1881.5,1922.41,1840.59,1912.8,1915.0,5,friday_close,1.78,61.7,19.3
2026-01-26 20:11,AZN,Pharma,80,13750.59,14065.01,13436.17,13994.68,14038.56,5,friday_close,2.09,61.7,19.3
2026-01-26 20:11,BLND,RealEstate,80,411.6,421.11,402.09,419.0,414.4,5,friday_close,0.68,61.7,19.3
2026-02-02 20:11,LRE,Insurance,95,627.0,641.82,612.18,638.61,642.0,5,friday_close,2.39,64.9,21.5
2026-02-02 20:11,PINT,FinServices,95,114.0,117.23,110.77,116.64,113.0,5,friday_close,-0.88,64.9,21.5
2026-02-02 20:11,TRN,Industrials,90,210.2,218.71,201.69,217.62,203.2,5,friday_close,-3.33,63.8,19.9
2026-02-02 20:11,IHG,Leisure,85,140.4,144.42,136.38,143.7,142.0,5,friday_close,1.14,62.8,18.5
2026-02-02 20:11,BWY,Materials,85,2744.0,2815.56,2672.44,2801.48,2544.0,5,friday_close,-7.29,62.8,18.5
2026-02-09 20:11,ELM,Chemicals,95,168.0,174.43,161.57,173.56,169.2,5,friday_close,0.71,64.9,22.5
2026-02-09 20:11,ITRK,Industrials,85,4490.0,4566.06,4413.94,4543.23,4430.0,5,friday_close,-1.34,62.8,19.4
2026-02-09 20:11,SHEL,Energy,85,2822.64,2880.82,2764.47,2866.42,2865.14,5,friday_close,1.51,62.8,19.4
2026-02-09 20:11,BRGE,FinServices,85,592.0,600.5,583.5,597.5,584.0,5,friday_close,-1.35,62.8,19.4
2026-02-09 20:11,SRE,RealEstate,85,99.5,102.53,96.47,102.02,101.0,5,friday_close,1.51,62.8,19.4
2026-02-16 20:11,BPT,FinServices,90,266.4,276.06,256.74,274.68,250.0,5,friday_close,-6.16,63.8,20.9
2026-02-16 20:11,ENOG,Energy,90,866.71,892.12,841.3,887.66,901.2,5,friday_close,3.98,63.8,20.9
2026-02-16 20:11,RR,Industrials,85,1298.0,1333.88,1262.12,1327.21,1333.0,5,friday_close,2.7,62.8,19.4
2026-02-16 20:11,APN,ConsStaples,85,241.5,249.31,233.69,248.06,249.0,5,friday_close,3.11,62.8,19.4
2026-02-16 20:11,JUST,Insurance,85,217.0,217.87,216.13,216.78,217.0,5,friday_close,0.0,62.8,19.4
2026-02-23 20:11,BLND,RealEstate,85,417.0,427.07,406.93,424.93,401.2,5,friday_close,-3.79,62.8,20.7
2026-02-23 20:11,INPP,FinServices,85,129.8,131.78,127.82,131.12,132.4,5,friday_close,2.0,62.8,20.7
2026-02-23 20:11,WOSG,ConsStaples,85,507.0,523.81,490.19,521.19,492.6,5,friday_close,-2.84,62.8,20.7
2026-02-23 20:11,BCG,Tech,80,182.2,189.26,175.14,188.31,182.6,5,friday_close,0.22,61.7,18.9
2026-02-23 20:11,DRX,Energy,80,867.0,890.24,843.76,885.79,897.5,5,friday_close,3.52,61.7,18.9
